story_id,publish_date,url
NEZG525XO5GTVMLOOUN7UFOZY4,2019-01-01T01:48:05Z,/co/bbc-mundo/2019/01/01/por-que-2019-sera-un-ano-trascendental-para-el-libre-comercio-pese-a-la-guerra-entre-china-y-ee-uu.html
DYUAHVIW7JHO5CF46WYKMX52PM,2019-01-01T01:48:38Z,/co/bbc-mundo/2019/01/01/como-se-decidio-que-enero-sea-el-primer-mes-del-ano.html
ID2NLCW22RFLZMHJVPCTTRKE3U,2019-01-01T04:42:37Z,/co/bbc-mundo/2019/01/01/caso-odebrecht-la-destitucion-de-los-fiscales-encargados-de-investigar-casos-de-corrupcion-en-peru-desata-protestas-en-el-pais.html
JKS3437Q6NFPLCUA6LT7NNFZLQ,2019-01-01T06:21:10Z,/co/bbc-mundo/2019/01/01/que-es-una-dieta-tecnologica-y-por-que-puede-ser-una-buena-resolucion-de-ano-nuevo.html
MMIMBWDP7RFSRI4HEDEEYY76YM,2019-01-01T06:46:26Z,/co/bbc-mundo/2019/01/01/cual-es-la-mejor-epoca-del-ano-para-tomar-decisiones-cruciales-en-la-vida.html
MMB5KW7Z55FL7GPP4GDPBI4TQU,2019-01-01T08:47:26Z,/co/bbc-mundo/2019/01/01/pinera-macri-y-bolsonaro-los-3-presidentes-que-voltearon-a-la-derecha-el-tablero-del-poder-en-sudamerica.html
ZJBG7QAMSJA7TG66O6WQ7BG5GE,2019-01-01T08:50:02Z,/co/bbc-mundo/2019/01/01/ano-nuevo-5-consejos-para-que-esta-vez-si-cumplas-tus-resoluciones.html
HNQ65X7PMVDXHFDKCGK7GHQH5Q,2019-01-01T09:12:10Z,/co/noticias/2019/01/01/precio-de-la-gasolina-en-enero-de-2019.html
SQX7OIXTEJFJRBXL3TSG6Y6LMI,2019-01-01T09:54:25Z,/co/noticias/2019/01/01/la-prediccion-del-2019-podria-poner-pelear-ivan-duque-gustavo-petro.html
4IRCSVRAZZACBPTI4QSALUWE3Y,2019-01-01T10:14:22Z,/co/noticias/2019/01/01/mensaje-ivan-duque-ano-nuevo-todos-los-colombianos.html
TCJ7DXL57FC6VMW2ZYA2KBH4KY,2019-01-01T10:27:43Z,/co/bbc-mundo/2019/01/01/gracias-por-el-organo-de-tu-ser-querido-el-agradecimiento-de-una-madre-a-los-familiares-del-donante-que-le-salvo-la-vida.html
X4TKFJ562RBSTIK73FCGDBIGX4,2019-01-01T10:30:52Z,/co/bbc-mundo/2019/01/01/jair-bolsonaro-5-retos-que-enfrenta-brasil-en-2019-la-economia-mas-grande-de-america-latina.html
ZYC4ECGYO5GVJEKJJ2BORYKH24,2019-01-01T10:39:29Z,/co/bbc-mundo/2019/01/01/revolucion-cubana-3-exitos-y-3-fracasos-del-movimiento-que-inicio-fidel-castro-hace-60-anos.html
MS2PH5N6KVBKBMHLAV5CQKSHMM,2019-01-01T11:37:08Z,/co/deportes/2019/01/01/egan-bernal-lider-del-equipo-sky-giro-italia.html
4P2DI2BKYVCK7GUZA4L47G6KRQ,2019-01-01T11:55:43Z,/co/deportes/2019/01/01/ano-nuevo-equipo-nuevo-luis-muriel-sera-nuevo-jugador-la-fiorentina.html
2ZWQNJRO7BAXZO4YL5OCJ4LOZY,2019-01-01T11:59:52Z,/co/entretenimiento/2019/01/01/revelan-nombre-la-persona-le-impide-shakira-abandonar-espana.html
VRMGKRLAPVHO3O5WSP27RZO7OI,2019-01-01T12:24:35Z,/co/bbc-mundo/2019/01/01/roger-federer-y-serena-williams-se-miden-por-primera-vez-en-la-misma-cancha-y-el-resultado-fue.html
4D7SBIOD4ZATNLSN4K6ONLARKI,2019-01-01T12:47:39Z,/co/entretenimiento/2019/01/01/stranger-things-tercera-temporada.html
